county,town,office,district,party,candidate,votes
Washington,Calais,Auditor General,,Democratic/Progressive,Doug Hoffer,594
Lamoille,Cambridge,Auditor General,,Democratic/Progressive,Doug Hoffer,900
Essex,Canaan,Auditor General,,Democratic/Progressive,Doug Hoffer,153
Rutland,Castleton,Auditor General,,Democratic/Progressive,Doug Hoffer,732
Windsor,Cavendish,Auditor General,,Democratic/Progressive,Doug Hoffer,325
Orleans,Charleston,Auditor General,,Democratic/Progressive,Doug Hoffer,214
Chittenden,Charlotte,Auditor General,,Democratic/Progressive,Doug Hoffer,1061
Orange,Chelsea,Auditor General,,Democratic/Progressive,Doug Hoffer,359
Windsor,Chester,Auditor General,,Democratic/Progressive,Doug Hoffer,656
Rutland,Chittenden,Auditor General,,Democratic/Progressive,Doug Hoffer,387
Rutland,Clarendon,Auditor General,,Democratic/Progressive,Doug Hoffer,550
Chittenden,Colchester,Auditor General,,Democratic/Progressive,Doug Hoffer,3312
Essex,Concord,Auditor General,,Democratic/Progressive,Doug Hoffer,221
Orange,Corinth,Auditor General,,Democratic/Progressive,Doug Hoffer,346
Addison,Cornwall,Auditor General,,Democratic/Progressive,Doug Hoffer,377
Orleans,Coventry,Auditor General,,Democratic/Progressive,Doug Hoffer,257
Orleans,Craftsbury,Auditor General,,Democratic/Progressive,Doug Hoffer,323
Rutland,Danby,Auditor General,,Democratic/Progressive,Doug Hoffer,315
Caledonia,Danville,Auditor General,,Democratic/Progressive,Doug Hoffer,675
Orleans,Derby,Auditor General,,Democratic/Progressive,Doug Hoffer,1088
Bennington,Dorset,Auditor General,,Democratic/Progressive,Doug Hoffer,613
Windham,Dover,Auditor General,,Democratic/Progressive,Doug Hoffer,331
Windham,Dummerston,Auditor General,,Democratic/Progressive,Doug Hoffer,568
Washington,Duxbury,Auditor General,,Democratic/Progressive,Doug Hoffer,389
Essex,East Haven,Auditor General,,Democratic/Progressive,Doug Hoffer,56
Washington,East Montpelier,Auditor General,,Democratic/Progressive,Doug Hoffer,849
Lamoille,Eden,Auditor General,,Democratic/Progressive,Doug Hoffer,206
Lamoille,Elmore,Auditor General,,Democratic/Progressive,Doug Hoffer,295
Franklin,Enosburgh,Auditor General,,Democratic/Progressive,Doug Hoffer,806
Chittenden,Essex,Auditor General,,Democratic/Progressive,Doug Hoffer,4554
Rutland,Fair Haven,Auditor General,,Democratic/Progressive,Doug Hoffer,520
Franklin,Fairfax,Auditor General,,Democratic/Progressive,Doug Hoffer,1038
Franklin,Fairfield,Auditor General,,Democratic/Progressive,Doug Hoffer,504
Orange,Fairlee,Auditor General,,Democratic/Progressive,Doug Hoffer,277
Washington,Fayston,Auditor General,,Democratic/Progressive,Doug Hoffer,405
Addison,Ferrisburgh,Auditor General,,Democratic/Progressive,Doug Hoffer,765
Franklin,Fletcher,Auditor General,,Democratic/Progressive,Doug Hoffer,286
Franklin,Franklin,Auditor General,,Democratic/Progressive,Doug Hoffer,345
Franklin,Georgia,Auditor General,,Democratic/Progressive,Doug Hoffer,1057
Orleans,Glover,Auditor General,,Democratic/Progressive,Doug Hoffer,364
Addison,Goshen,Auditor General,,Democratic/Progressive,Doug Hoffer,63
Windham,Grafton,Auditor General,,Democratic/Progressive,Doug Hoffer,168
Essex,Granby,Auditor General,,Democratic/Progressive,Doug Hoffer,22
Grand Isle,Grand Isle,Auditor General,,Democratic/Progressive,Doug Hoffer,714
Addison,Granville,Auditor General,,Democratic/Progressive,Doug Hoffer,77
Orleans,Greensboro,Auditor General,,Democratic/Progressive,Doug Hoffer,241
Caledonia,Groton,Auditor General,,Democratic/Progressive,Doug Hoffer,222
Essex,Guildhall,Auditor General,,Democratic/Progressive,Doug Hoffer,57
Windham,Guilford,Auditor General,,Democratic/Progressive,Doug Hoffer,518
Windham,Halifax,Auditor General,,Democratic/Progressive,Doug Hoffer,146
Addison,Hancock,Auditor General,,Democratic/Progressive,Doug Hoffer,80
Caledonia,Hardwick,Auditor General,,Democratic/Progressive,Doug Hoffer,729
Windsor,Hartford,Auditor General,,Democratic/Progressive,Doug Hoffer,2283
Windsor,Hartland,Auditor General,,Democratic/Progressive,Doug Hoffer,853
Franklin,Highgate,Auditor General,,Democratic/Progressive,Doug Hoffer,772
Chittenden,Hinesburg,Auditor General,,Democratic/Progressive,Doug Hoffer,1219
Orleans,Holland,Auditor General,,Democratic/Progressive,Doug Hoffer,133
Rutland,Hubbardton,Auditor General,,Democratic/Progressive,Doug Hoffer,151
Chittenden,Huntington,Auditor General,,Democratic/Progressive,Doug Hoffer,662
Lamoille,Hyde Park,Auditor General,,Democratic/Progressive,Doug Hoffer,973
Rutland,Ira,Auditor General,,Democratic/Progressive,Doug Hoffer,109
Orleans,Irasburg,Auditor General,,Democratic/Progressive,Doug Hoffer,265
Grand Isle,Isle La Motte,Auditor General,,Democratic/Progressive,Doug Hoffer,163
Windham,Jamaica,Auditor General,,Democratic/Progressive,Doug Hoffer,198
Orleans,Jay,Auditor General,,Democratic/Progressive,Doug Hoffer,101
Chittenden,Jericho,Auditor General,,Democratic/Progressive,Doug Hoffer,1616
Lamoille,Johnson,Auditor General,,Democratic/Progressive,Doug Hoffer,600
Rutland,Killington,Auditor General,,Democratic/Progressive,Doug Hoffer,262
Caledonia,Kirby,Auditor General,,Democratic/Progressive,Doug Hoffer,116
Bennington,Landgrove,Auditor General,,Democratic/Progressive,Doug Hoffer,51
Addison,Leicester,Auditor General,,Democratic/Progressive,Doug Hoffer,213
Essex,Lemington,Auditor General,,Democratic/Progressive,Doug Hoffer,23
Addison,Lincoln,Auditor General,,Democratic/Progressive,Doug Hoffer,510
Windham,Londonderry,Auditor General,,Democratic/Progressive,Doug Hoffer,342
Orleans,Lowell,Auditor General,,Democratic/Progressive,Doug Hoffer,184
Windsor,Ludlow,Auditor General,,Democratic/Progressive,Doug Hoffer,444
Essex,Lunenburg,Auditor General,,Democratic/Progressive,Doug Hoffer,225
Caledonia,Lyndon,Auditor General,,Democratic/Progressive,Doug Hoffer,963
Essex,Maidstone,Auditor General,,Democratic/Progressive,Doug Hoffer,43
Bennington,Manchester,Auditor General,,Democratic/Progressive,Doug Hoffer,1055
Windham,Marlboro,Auditor General,,Democratic/Progressive,Doug Hoffer,282
Washington,Marshfield,Auditor General,,Democratic/Progressive,Doug Hoffer,452
Rutland,Mendon,Auditor General,,Democratic/Progressive,Doug Hoffer,309
Addison,Middlebury,Auditor General,,Democratic/Progressive,Doug Hoffer,1793
Washington,Middlesex,Auditor General,,Democratic/Progressive,Doug Hoffer,691
Rutland,Middletown Springs,Auditor General,,Democratic/Progressive,Doug Hoffer,258
Chittenden,Milton,Auditor General,,Democratic/Progressive,Doug Hoffer,1959
Addison,Monkton,Auditor General,,Democratic/Progressive,Doug Hoffer,670
Franklin,Montgomery,Auditor General,,Democratic/Progressive,Doug Hoffer,338
Washington,Montpelier,Auditor General,,Democratic/Progressive,Doug Hoffer,2549
Washington,Moretown,Auditor General,,Democratic/Progressive,Doug Hoffer,513
Orleans,Morgan,Auditor General,,Democratic/Progressive,Doug Hoffer,158
Lamoille,Morristown,Auditor General,,Democratic/Progressive,Doug Hoffer,1312
Rutland,Mount Holly,Auditor General,,Democratic/Progressive,Doug Hoffer,349
Rutland,Mount Tabor,Auditor General,,Democratic/Progressive,Doug Hoffer,47
Addison,New Haven,Auditor General,,Democratic/Progressive,Doug Hoffer,607
Caledonia,Newark,Auditor General,,Democratic/Progressive,Doug Hoffer,123
Orange,Newbury,Auditor General,,Democratic/Progressive,Doug Hoffer,476
Windham,Newfane,Auditor General,,Democratic/Progressive,Doug Hoffer,471
Orleans,Newport City,Auditor General,,Democratic/Progressive,Doug Hoffer,817
Orleans,Newport Town,Auditor General,,Democratic/Progressive,Doug Hoffer,333
Grand Isle,North Hero,Auditor General,,Democratic/Progressive,Doug Hoffer,318
Washington,Northfield,Auditor General,,Democratic/Progressive,Doug Hoffer,1026
Essex,Norton,Auditor General,,Democratic/Progressive,Doug Hoffer,35
Windsor,Norwich,Auditor General,,Democratic/Progressive,Doug Hoffer,1058
Orange,Orange,Auditor General,,Democratic/Progressive,Doug Hoffer,254
Addison,Orwell,Auditor General,,Democratic/Progressive,Doug Hoffer,300
Addison,Panton,Auditor General,,Democratic/Progressive,Doug Hoffer,183
Rutland,Pawlet,Auditor General,,Democratic/Progressive,Doug Hoffer,382
Caledonia,Peacham,Auditor General,,Democratic/Progressive,Doug Hoffer,226
Bennington,Peru,Auditor General,,Democratic/Progressive,Doug Hoffer,100
Rutland,Pittsfield,Auditor General,,Democratic/Progressive,Doug Hoffer,136
Rutland,Pittsford,Auditor General,,Democratic/Progressive,Doug Hoffer,730
Washington,Plainfield,Auditor General,,Democratic/Progressive,Doug Hoffer,368
Windsor,Plymouth,Auditor General,,Democratic/Progressive,Doug Hoffer,152
Windsor,Pomfret,Auditor General,,Democratic/Progressive,Doug Hoffer,344
Rutland,Poultney,Auditor General,,Democratic/Progressive,Doug Hoffer,642
Bennington,Pownal,Auditor General,,Democratic/Progressive,Doug Hoffer,937
Rutland,Proctor,Auditor General,,Democratic/Progressive,Doug Hoffer,399
Windham,Putney,Auditor General,,Democratic/Progressive,Doug Hoffer,644
Orange,Randolph,Auditor General,,Democratic/Progressive,Doug Hoffer,1176
Windsor,Reading,Auditor General,,Democratic/Progressive,Doug Hoffer,192
Bennington,Readsboro,Auditor General,,Democratic/Progressive,Doug Hoffer,161
Franklin,Richford,Auditor General,,Democratic/Progressive,Doug Hoffer,398
Chittenden,Richmond,Auditor General,,Democratic/Progressive,Doug Hoffer,1261
Addison,Ripton,Auditor General,,Democratic/Progressive,Doug Hoffer,199
Windsor,Rochester,Auditor General,,Democratic/Progressive,Doug Hoffer,314
Windham,Rockingham,Auditor General,,Democratic/Progressive,Doug Hoffer,920
Washington,Roxbury,Auditor General,,Democratic/Progressive,Doug Hoffer,180
Windsor,Royalton,Auditor General,,Democratic/Progressive,Doug Hoffer,636
Bennington,Rupert,Auditor General,,Democratic/Progressive,Doug Hoffer,199
Rutland,Rutland City,Auditor General,,Democratic/Progressive,Doug Hoffer,3167
Rutland,Rutland Town,Auditor General,,Democratic/Progressive,Doug Hoffer,1157
Caledonia,Ryegate,Auditor General,,Democratic/Progressive,Doug Hoffer,292
Addison,Salisbury,Auditor General,,Democratic/Progressive,Doug Hoffer,234
Bennington,Sandgate,Auditor General,,Democratic/Progressive,Doug Hoffer,96
Bennington,Searsburg,Auditor General,,Democratic/Progressive,Doug Hoffer,20
Bennington,Shaftsbury,Auditor General,,Democratic/Progressive,Doug Hoffer,755
Windsor,Sharon,Auditor General,,Democratic/Progressive,Doug Hoffer,363
Caledonia,Sheffield,Auditor General,,Democratic/Progressive,Doug Hoffer,138
Chittenden,Shelburne,Auditor General,,Democratic/Progressive,Doug Hoffer,2101
Franklin,Sheldon,Auditor General,,Democratic/Progressive,Doug Hoffer,395
Addison,Shoreham,Auditor General,,Democratic/Progressive,Doug Hoffer,305
Rutland,Shrewsbury,Auditor General,,Democratic/Progressive,Doug Hoffer,343
Chittenden,South Burlington,Auditor General,,Democratic/Progressive,Doug Hoffer,4268
Grand Isle,South Hero,Auditor General,,Democratic/Progressive,Doug Hoffer,618
Windsor,Springfield,Auditor General,,Democratic/Progressive,Doug Hoffer,1617
Franklin,Saint Albans City,Auditor General,,Democratic/Progressive,Doug Hoffer,1316
Franklin,Saint Albans Town,Auditor General,,Democratic/Progressive,Doug Hoffer,1492
Chittenden,Saint George,Auditor General,,Democratic/Progressive,Doug Hoffer,166
Caledonia,Saint Johnsbury,Auditor General,,Democratic/Progressive,Doug Hoffer,1555
Bennington,Stamford,Auditor General,,Democratic/Progressive,Doug Hoffer,169
Caledonia,Stannard,Auditor General,,Democratic/Progressive,Doug Hoffer,74
Addison,Starksboro,Auditor General,,Democratic/Progressive,Doug Hoffer,551
Windsor,Stockbridge,Auditor General,,Democratic/Progressive,Doug Hoffer,183
Lamoille,Stowe,Auditor General,,Democratic/Progressive,Doug Hoffer,1072
Orange,Strafford,Auditor General,,Democratic/Progressive,Doug Hoffer,376
Windham,Stratton,Auditor General,,Democratic/Progressive,Doug Hoffer,52
Rutland,Sudbury,Auditor General,,Democratic/Progressive,Doug Hoffer,177
Bennington,Sunderland,Auditor General,,Democratic/Progressive,Doug Hoffer,206
Caledonia,Sutton,Auditor General,,Democratic/Progressive,Doug Hoffer,188
Franklin,Swanton,Auditor General,,Democratic/Progressive,Doug Hoffer,1310
Orange,Thetford,Auditor General,,Democratic/Progressive,Doug Hoffer,813
Rutland,Tinmouth,Auditor General,,Democratic/Progressive,Doug Hoffer,170
Orange,Topsham,Auditor General,,Democratic/Progressive,Doug Hoffer,214
Windham,Townshend,Auditor General,,Democratic/Progressive,Doug Hoffer,250
Orleans,Troy,Auditor General,,Democratic/Progressive,Doug Hoffer,296
Orange,Tunbridge,Auditor General,,Democratic/Progressive,Doug Hoffer,454
Chittenden,Underhill,Auditor General,,Democratic/Progressive,Doug Hoffer,964
Addison,Vergennes,Auditor General,,Democratic/Progressive,Doug Hoffer,629
Windham,Vernon,Auditor General,,Democratic/Progressive,Doug Hoffer,360
Orange,Vershire,Auditor General,,Democratic/Progressive,Doug Hoffer,158
Essex,Victory,Auditor General,,Democratic/Progressive,Doug Hoffer,18
Washington,Waitsfield,Auditor General,,Democratic/Progressive,Doug Hoffer,599
Caledonia,Walden,Auditor General,,Democratic/Progressive,Doug Hoffer,282
Rutland,Wallingford,Auditor General,,Democratic/Progressive,Doug Hoffer,495
Addison,Waltham,Auditor General,,Democratic/Progressive,Doug Hoffer,160
Windham,Wardsboro,Auditor General,,Democratic/Progressive,Doug Hoffer,207
Washington,Warren,Auditor General,,Democratic/Progressive,Doug Hoffer,502
Orange,Washington,Auditor General,,Democratic/Progressive,Doug Hoffer,268
Washington,Waterbury,Auditor General,,Democratic/Progressive,Doug Hoffer,1386
Caledonia,Waterford,Auditor General,,Democratic/Progressive,Doug Hoffer,368
Lamoille,Waterville,Auditor General,,Democratic/Progressive,Doug Hoffer,159
Windsor,Weathersfield,Auditor General,,Democratic/Progressive,Doug Hoffer,678
Rutland,Wells,Auditor General,,Democratic/Progressive,Doug Hoffer,263
Orange,West Fairlee,Auditor General,,Democratic/Progressive,Doug Hoffer,141
Rutland,West Haven,Auditor General,,Democratic/Progressive,Doug Hoffer,71
Rutland,West Rutland,Auditor General,,Democratic/Progressive,Doug Hoffer,484
Windsor,West Windsor,Auditor General,,Democratic/Progressive,Doug Hoffer,353
Orleans,Westfield,Auditor General,,Democratic/Progressive,Doug Hoffer,152
Chittenden,Westford,Auditor General,,Democratic/Progressive,Doug Hoffer,584
Windham,Westminster,Auditor General,,Democratic/Progressive,Doug Hoffer,786
Orleans,Westmore,Auditor General,,Democratic/Progressive,Doug Hoffer,107
Windsor,Weston,Auditor General,,Democratic/Progressive,Doug Hoffer,209
Addison,Weybridge,Auditor General,,Democratic/Progressive,Doug Hoffer,324
Caledonia,Wheelock,Auditor General,,Democratic/Progressive,Doug Hoffer,171
Addison,Whiting,Auditor General,,Democratic/Progressive,Doug Hoffer,85
Windham,Whitingham,Auditor General,,Democratic/Progressive,Doug Hoffer,229
Orange,Williamstown,Auditor General,,Democratic/Progressive,Doug Hoffer,825
Chittenden,Williston,Auditor General,,Democratic/Progressive,Doug Hoffer,2229
Windham,Wilmington,Auditor General,,Democratic/Progressive,Doug Hoffer,404
Windham,Windham,Auditor General,,Democratic/Progressive,Doug Hoffer,109
Windsor,Windsor,Auditor General,,Democratic/Progressive,Doug Hoffer,734
Bennington,Winhall,Auditor General,,Democratic/Progressive,Doug Hoffer,188
Chittenden,Winooski,Auditor General,,Democratic/Progressive,Doug Hoffer,1171
Lamoille,Wolcott,Auditor General,,Democratic/Progressive,Doug Hoffer,441
Washington,Woodbury,Auditor General,,Democratic/Progressive,Doug Hoffer,293
Bennington,Woodford,Auditor General,,Democratic/Progressive,Doug Hoffer,85
Windsor,Woodstock,Auditor General,,Democratic/Progressive,Doug Hoffer,918
Washington,Worcester,Auditor General,,Democratic/Progressive,Doug Hoffer,337
Addison,Addison,Auditor General,,,Write-ins,0
Orleans,Albany,Auditor General,,,Write-ins,0
Grand Isle,Alburgh,Auditor General,,,Write-ins,0
Windsor,Andover,Auditor General,,,Write-ins,0
Bennington,Arlington,Auditor General,,,Write-ins,0
Windham,Athens,Auditor General,,,Write-ins,0
Franklin,Bakersfield,Auditor General,,,Write-ins,0
Windsor,Baltimore,Auditor General,,,Write-ins,0
Windsor,Barnard,Auditor General,,,Write-ins,0
Caledonia,Barnet,Auditor General,,,Write-ins,0
Washington,Barre City,Auditor General,,,Write-ins,0
Washington,Barre Town,Auditor General,,,Write-ins,0
Orleans,Barton,Auditor General,,,Write-ins,0
Lamoille,Belvidere,Auditor General,,,Write-ins,0
Bennington,Bennington,Auditor General,,,Write-ins,0
Rutland,Benson,Auditor General,,,Write-ins,0
Franklin,Berkshire,Auditor General,,,Write-ins,0
Washington,Berlin,Auditor General,,,Write-ins,0
Windsor,Bethel,Auditor General,,,Write-ins,0
Essex,Bloomfield,Auditor General,,,Write-ins,0
Chittenden,Bolton,Auditor General,,,Write-ins,0
Orange,Bradford,Auditor General,,,Write-ins,0
Orange,Braintree,Auditor General,,,Write-ins,0
Rutland,Brandon,Auditor General,,,Write-ins,0
Windham,Brattleboro,Auditor General,,,Write-ins,0
Windsor,Bridgewater,Auditor General,,,Write-ins,0
Addison,Bridport,Auditor General,,,Write-ins,0
Essex,Brighton,Auditor General,,,Write-ins,0
Addison,Bristol,Auditor General,,,Write-ins,0
Orange,Brookfield,Auditor General,,,Write-ins,0
Windham,Brookline,Auditor General,,,Write-ins,0
Orleans,Brownington,Auditor General,,,Write-ins,0
Essex,Brunswick,Auditor General,,,Write-ins,0
Caledonia,Burke,Auditor General,,,Write-ins,0
Chittenden,Burlington,Auditor General,,,Write-ins,0
Washington,Cabot,Auditor General,,,Write-ins,0
Washington,Calais,Auditor General,,,Write-ins,0
Lamoille,Cambridge,Auditor General,,,Write-ins,0
Essex,Canaan,Auditor General,,,Write-ins,0
Rutland,Castleton,Auditor General,,,Write-ins,0
Windsor,Cavendish,Auditor General,,,Write-ins,0
Orleans,Charleston,Auditor General,,,Write-ins,0
Chittenden,Charlotte,Auditor General,,,Write-ins,0
Orange,Chelsea,Auditor General,,,Write-ins,0
Windsor,Chester,Auditor General,,,Write-ins,0
Rutland,Chittenden,Auditor General,,,Write-ins,0
Rutland,Clarendon,Auditor General,,,Write-ins,0
Chittenden,Colchester,Auditor General,,,Write-ins,0
Essex,Concord,Auditor General,,,Write-ins,0
Orange,Corinth,Auditor General,,,Write-ins,0
Addison,Cornwall,Auditor General,,,Write-ins,0
Orleans,Coventry,Auditor General,,,Write-ins,0
Orleans,Craftsbury,Auditor General,,,Write-ins,0
Rutland,Danby,Auditor General,,,Write-ins,0
Caledonia,Danville,Auditor General,,,Write-ins,0
Orleans,Derby,Auditor General,,,Write-ins,0
Bennington,Dorset,Auditor General,,,Write-ins,0
Windham,Dover,Auditor General,,,Write-ins,0
Windham,Dummerston,Auditor General,,,Write-ins,0
Washington,Duxbury,Auditor General,,,Write-ins,0
Essex,East Haven,Auditor General,,,Write-ins,0
Washington,East Montpelier,Auditor General,,,Write-ins,0
Lamoille,Eden,Auditor General,,,Write-ins,0
Lamoille,Elmore,Auditor General,,,Write-ins,0
Franklin,Enosburgh,Auditor General,,,Write-ins,0
Chittenden,Essex,Auditor General,,,Write-ins,0
Rutland,Fair Haven,Auditor General,,,Write-ins,0
Franklin,Fairfax,Auditor General,,,Write-ins,0
Franklin,Fairfield,Auditor General,,,Write-ins,0
Orange,Fairlee,Auditor General,,,Write-ins,0
Washington,Fayston,Auditor General,,,Write-ins,0
Addison,Ferrisburgh,Auditor General,,,Write-ins,0
Franklin,Fletcher,Auditor General,,,Write-ins,0
Franklin,Franklin,Auditor General,,,Write-ins,0
Franklin,Georgia,Auditor General,,,Write-ins,0
Orleans,Glover,Auditor General,,,Write-ins,0
Addison,Goshen,Auditor General,,,Write-ins,0
Windham,Grafton,Auditor General,,,Write-ins,0
Essex,Granby,Auditor General,,,Write-ins,0
Grand Isle,Grand Isle,Auditor General,,,Write-ins,0
Addison,Granville,Auditor General,,,Write-ins,0
Orleans,Greensboro,Auditor General,,,Write-ins,0
Caledonia,Groton,Auditor General,,,Write-ins,0
Essex,Guildhall,Auditor General,,,Write-ins,0
Windham,Guilford,Auditor General,,,Write-ins,0
Windham,Halifax,Auditor General,,,Write-ins,0
Addison,Hancock,Auditor General,,,Write-ins,0
Caledonia,Hardwick,Auditor General,,,Write-ins,0
Windsor,Hartford,Auditor General,,,Write-ins,0
Windsor,Hartland,Auditor General,,,Write-ins,0
Franklin,Highgate,Auditor General,,,Write-ins,0
Chittenden,Hinesburg,Auditor General,,,Write-ins,0
Orleans,Holland,Auditor General,,,Write-ins,0
Rutland,Hubbardton,Auditor General,,,Write-ins,0
Chittenden,Huntington,Auditor General,,,Write-ins,0
Lamoille,Hyde Park,Auditor General,,,Write-ins,0
Rutland,Ira,Auditor General,,,Write-ins,0
Orleans,Irasburg,Auditor General,,,Write-ins,0
Grand Isle,Isle La Motte,Auditor General,,,Write-ins,0
Windham,Jamaica,Auditor General,,,Write-ins,0
Orleans,Jay,Auditor General,,,Write-ins,0
Chittenden,Jericho,Auditor General,,,Write-ins,0
Lamoille,Johnson,Auditor General,,,Write-ins,0
Rutland,Killington,Auditor General,,,Write-ins,0
Caledonia,Kirby,Auditor General,,,Write-ins,0
Bennington,Landgrove,Auditor General,,,Write-ins,0
Addison,Leicester,Auditor General,,,Write-ins,0
Essex,Lemington,Auditor General,,,Write-ins,0
Addison,Lincoln,Auditor General,,,Write-ins,0
Windham,Londonderry,Auditor General,,,Write-ins,0
Orleans,Lowell,Auditor General,,,Write-ins,0
Windsor,Ludlow,Auditor General,,,Write-ins,0
Essex,Lunenburg,Auditor General,,,Write-ins,0
Caledonia,Lyndon,Auditor General,,,Write-ins,0
Essex,Maidstone,Auditor General,,,Write-ins,0
Bennington,Manchester,Auditor General,,,Write-ins,0
Windham,Marlboro,Auditor General,,,Write-ins,0
Washington,Marshfield,Auditor General,,,Write-ins,0
Rutland,Mendon,Auditor General,,,Write-ins,0
Addison,Middlebury,Auditor General,,,Write-ins,0
Washington,Middlesex,Auditor General,,,Write-ins,0
Rutland,Middletown Springs,Auditor General,,,Write-ins,0
Chittenden,Milton,Auditor General,,,Write-ins,0
Addison,Monkton,Auditor General,,,Write-ins,0
Franklin,Montgomery,Auditor General,,,Write-ins,0
Washington,Montpelier,Auditor General,,,Write-ins,0
Washington,Moretown,Auditor General,,,Write-ins,0
Orleans,Morgan,Auditor General,,,Write-ins,0
Lamoille,Morristown,Auditor General,,,Write-ins,0
Rutland,Mount Holly,Auditor General,,,Write-ins,0
Rutland,Mount Tabor,Auditor General,,,Write-ins,0
Addison,New Haven,Auditor General,,,Write-ins,0
Caledonia,Newark,Auditor General,,,Write-ins,0
Orange,Newbury,Auditor General,,,Write-ins,0
Windham,Newfane,Auditor General,,,Write-ins,0
Orleans,Newport City,Auditor General,,,Write-ins,0
Orleans,Newport Town,Auditor General,,,Write-ins,0
Grand Isle,North Hero,Auditor General,,,Write-ins,0
Washington,Northfield,Auditor General,,,Write-ins,0
Essex,Norton,Auditor General,,,Write-ins,0
Windsor,Norwich,Auditor General,,,Write-ins,0
Orange,Orange,Auditor General,,,Write-ins,0
Addison,Orwell,Auditor General,,,Write-ins,0
Addison,Panton,Auditor General,,,Write-ins,0
Rutland,Pawlet,Auditor General,,,Write-ins,0
Caledonia,Peacham,Auditor General,,,Write-ins,0
Bennington,Peru,Auditor General,,,Write-ins,0
Rutland,Pittsfield,Auditor General,,,Write-ins,0
Rutland,Pittsford,Auditor General,,,Write-ins,0
Washington,Plainfield,Auditor General,,,Write-ins,0
Windsor,Plymouth,Auditor General,,,Write-ins,0
Windsor,Pomfret,Auditor General,,,Write-ins,0
Rutland,Poultney,Auditor General,,,Write-ins,0
Bennington,Pownal,Auditor General,,,Write-ins,0
Rutland,Proctor,Auditor General,,,Write-ins,0
Windham,Putney,Auditor General,,,Write-ins,0
Orange,Randolph,Auditor General,,,Write-ins,0
Windsor,Reading,Auditor General,,,Write-ins,0
Bennington,Readsboro,Auditor General,,,Write-ins,0
Franklin,Richford,Auditor General,,,Write-ins,0
Chittenden,Richmond,Auditor General,,,Write-ins,0
Addison,Ripton,Auditor General,,,Write-ins,0
Windsor,Rochester,Auditor General,,,Write-ins,0
Windham,Rockingham,Auditor General,,,Write-ins,0
Washington,Roxbury,Auditor General,,,Write-ins,0
Windsor,Royalton,Auditor General,,,Write-ins,0
Bennington,Rupert,Auditor General,,,Write-ins,0
Rutland,Rutland City,Auditor General,,,Write-ins,0
Rutland,Rutland Town,Auditor General,,,Write-ins,0
Caledonia,Ryegate,Auditor General,,,Write-ins,0
Addison,Salisbury,Auditor General,,,Write-ins,1
Bennington,Sandgate,Auditor General,,,Write-ins,2
Bennington,Searsburg,Auditor General,,,Write-ins,1
