county,office,district,town,precinct,candidate,party,votes,state_election_id
Chittenden,Attorney General,,Jericho,,Spoiled,Democratic,0,82195
Lamoille,Attorney General,,Johnson,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Killington,,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Kirby,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Landgrove,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Leicester,,Spoiled,Democratic,0,82195
Essex,Attorney General,,Lemington,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Lincoln,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Londonderry,,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Lowell,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Ludlow,,Spoiled,Democratic,0,82195
Essex,Attorney General,,Lunenburg,,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Lyndon,,Spoiled,Democratic,0,82195
Essex,Attorney General,,Maidstone,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Manchester,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Marlboro,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Marshfield,,Spoiled,Democratic,1,82195
Rutland,Attorney General,,Mendon,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Middlebury,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Middlesex,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Middletown Springs,,Spoiled,Democratic,1,82195
Chittenden,Attorney General,,Milton,Chittenden 10,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,Milton,Grand Isle-Chittenden,Spoiled,Democratic,0,82195
Addison,Attorney General,,Monkton,,Spoiled,Democratic,0,82195
Franklin,Attorney General,,Montgomery,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Montpelier,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Moretown,,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Morgan,,Spoiled,Democratic,0,82195
Lamoille,Attorney General,,Morristown,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Mount Holly,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Mount Tabor,,Spoiled,Democratic,0,82195
Addison,Attorney General,,New Haven,,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Newark,,Spoiled,Democratic,0,82195
Orange,Attorney General,,Newbury,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Newfane,,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Newport City,,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Newport Town,,Spoiled,Democratic,0,82195
Grand Isle,Attorney General,,North Hero,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Northfield,,Spoiled,Democratic,0,82195
Essex,Attorney General,,Norton,Chittenden 5-1,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Norwich,Chittenden 5-2,Spoiled,Democratic,0,82195
Orange,Attorney General,,Orange,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Orwell,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Panton,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Pawlet,,Spoiled,Democratic,1,82195
Caledonia,Attorney General,,Peacham,Armory,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Peru,St. Francis,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Pittsfield,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Pittsford,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Plainfield,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Plymouth,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Pomfret,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Poultney,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Pownal,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Proctor,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Putney,,Spoiled,Democratic,0,82195
Orange,Attorney General,,Randolph,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Reading,,Spoiled,Democratic,1,82195
Bennington,Attorney General,,Readsboro,,Spoiled,Democratic,0,82195
Franklin,Attorney General,,Richford,,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,Richmond,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Ripton,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Rochester,Washington 4-1,Spoiled,Democratic,0,82195
Windham,Attorney General,,Rockingham,Washington 4-2,Spoiled,Democratic,1,82195
Washington,Attorney General,,Roxbury,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Royalton,Barton Memorial,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Rupert,Orleans Memorial,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Rutland City,Rutland 5-1,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Rutland City,Rutland 5-2,Spoiled,Democratic,1,82195
Rutland,Attorney General,,Rutland City,Rutland 5-3,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Rutland City,Rutland 5-4,Spoiled,Democratic,1,82195
Rutland,Attorney General,,Rutland Town,Bennington 2-3,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Ryegate,Bennington 2-4,Spoiled,Democratic,1,82195
Addison,Attorney General,,Salisbury,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Sandgate,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Searsburg,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Shaftsbury,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Sharon,,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Sheffield,,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,Shelburne,Chittenden 5-1,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,Shelburne,Chittenden 5-2,Spoiled,Democratic,0,82195
Franklin,Attorney General,,Sheldon,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Shoreham,Windham 2-1,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Shrewsbury,Windham 2-2,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,South Burlington,Chittenden 7-1,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,South Burlington,Chittenden 7-2,Spoiled,Democratic,1,82195
Chittenden,Attorney General,,South Burlington,Chittenden 7-3,Spoiled,Democratic,1,82195
Chittenden,Attorney General,,South Burlington,Chittenden 7-4,Spoiled,Democratic,0,82195
Grand Isle,Attorney General,,South Hero,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Springfield,Windsor 3-1,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Springfield,Windsor 3-2,Spoiled,Democratic,0,82195
Franklin,Attorney General,,Saint Albans City,,Spoiled,Democratic,33,82195
Franklin,Attorney General,,Saint Albans Town,Franklin 3-1,Spoiled,Democratic,0,82195
Franklin,Attorney General,,Saint Albans Town,Franklin 3-2,Spoiled,Democratic,1,82195
Chittenden,Attorney General,,Saint George,Chittenden 7-1 Ward 5,Spoiled,Democratic,1,82195
Caledonia,Attorney General,,Saint Johnsbury,Chittenden 7-1 Ward 6,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Stamford,Chittenden 7-2 Ward 2,Spoiled,Democratic,1,82195
Caledonia,Attorney General,,Stannard,Chittenden 7-2 Ward 3,Spoiled,Democratic,0,82195
Addison,Attorney General,,Starksboro,Chittenden 7-2 Ward 5,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Stockbridge,Chittenden 7-3 Ward 1,Spoiled,Democratic,0,82195
Lamoille,Attorney General,,Stowe,Chittenden 7-3 Ward 2,Spoiled,Democratic,0,82195
Orange,Attorney General,,Strafford,Chittenden 7-3 Ward 6,Spoiled,Democratic,0,82195
Windham,Attorney General,,Stratton,Chittenden 7-4 Ward 2,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Sudbury,Chittenden 7-5 Ward 3,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Sunderland,Bennington 3,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Sunderland,Bennington 4,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Sutton,Chittenden 7-6 Ward 4,Spoiled,Democratic,0,82195
Franklin,Attorney General,,Swanton,Chittenden 7-6 Ward 7,Spoiled,Democratic,0,82195
Orange,Attorney General,,Thetford,Chittenden 7-7 Ward 6,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Tinmouth,Rutland 2,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Tinmouth,Rutland-Bennington,Spoiled,Democratic,0,82195
Orange,Attorney General,,Topsham,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Townshend,,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Troy,Orleans 2,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Troy,Orleans-Lamoille,Spoiled,Democratic,0,82195
Orange,Attorney General,,Tunbridge,,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,Underhill,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Vergennes,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Vernon,,Spoiled,Democratic,0,82195
Orange,Attorney General,,Vershire,,Spoiled,Democratic,0,82195
Essex,Attorney General,,Victory,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Waitsfield,Chittenden 1-1,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Walden,Chittenden 1-2,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Wallingford,Chittenden 1-3,Spoiled,Democratic,0,82195
Addison,Attorney General,,Waltham,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Wardsboro,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Warren,,Spoiled,Democratic,0,82195
Orange,Attorney General,,Washington,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Waterbury,,Spoiled,Democratic,1,82195
Caledonia,Attorney General,,Waterford,,Spoiled,Democratic,0,82195
Lamoille,Attorney General,,Waterville,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Weathersfield,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,Wells,,Spoiled,Democratic,0,82195
Orange,Attorney General,,West Fairlee,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,West Haven,,Spoiled,Democratic,0,82195
Rutland,Attorney General,,West Rutland,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,West Windsor,,Spoiled,Democratic,1,82195
Orleans,Attorney General,,Westfield,,Spoiled,Democratic,1,82195
Chittenden,Attorney General,,Westford,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Westminster,Windham 3,Spoiled,Democratic,0,82195
Windham,Attorney General,,Westminster,Windham 4,Spoiled,Democratic,0,82195
Orleans,Attorney General,,Westmore,Chittenden 2-1,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Weston,Chittenden 2-3,Spoiled,Democratic,0,82195
Addison,Attorney General,,Weybridge,Chittenden 2-4,Spoiled,Democratic,0,82195
Caledonia,Attorney General,,Wheelock,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Whiting,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Whitingham,Windham 6,Spoiled,Democratic,1,82195
Windham,Attorney General,,Whitingham,Windham-Bennington,Spoiled,Democratic,0,82195
Orange,Attorney General,,Williamstown,,Spoiled,Democratic,1,82195
Chittenden,Attorney General,,Williston,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Wilmington,,Spoiled,Democratic,0,82195
Windham,Attorney General,,Windham,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Windsor,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Winhall,,Spoiled,Democratic,0,82195
Chittenden,Attorney General,,Winooski,,Spoiled,Democratic,0,82195
Lamoille,Attorney General,,Wolcott,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Woodbury,,Spoiled,Democratic,0,82195
Bennington,Attorney General,,Woodford,,Spoiled,Democratic,0,82195
Windsor,Attorney General,,Woodstock,,Spoiled,Democratic,0,82195
Washington,Attorney General,,Worcester,,Spoiled,Democratic,0,82195
Addison,Attorney General,,Addison,,Total Votes Cast,Democratic,107,82195
Orleans,Attorney General,,Albany,,Total Votes Cast,Democratic,91,82195
Grand Isle,Attorney General,,Alburgh,,Total Votes Cast,Democratic,168,82195
Windsor,Attorney General,,Andover,,Total Votes Cast,Democratic,78,82195
Bennington,Attorney General,,Arlington,,Total Votes Cast,Democratic,213,82195
Windham,Attorney General,,Athens,,Total Votes Cast,Democratic,34,82195
Franklin,Attorney General,,Bakersfield,Windsor 2-1,Total Votes Cast,Democratic,127,82195
Windsor,Attorney General,,Baltimore,Windsor 2-2,Total Votes Cast,Democratic,26,82195
Windsor,Attorney General,,Barnard,,Total Votes Cast,Democratic,150,82195
Caledonia,Attorney General,,Barnet,,Total Votes Cast,Democratic,179,82195
Washington,Attorney General,,Barre City,,Total Votes Cast,Democratic,630,82195
Washington,Attorney General,,Barre Town,,Total Votes Cast,Democratic,595,82195
Orleans,Attorney General,,Barton,,Total Votes Cast,Democratic,146,82195
Lamoille,Attorney General,,Belvidere,,Total Votes Cast,Democratic,21,82195
Bennington,Attorney General,,Bennington,Bennington 2-1,Total Votes Cast,Democratic,765,82195
Bennington,Attorney General,,Bennington,Bennington 2-2,Total Votes Cast,Democratic,513,82195
Rutland,Attorney General,,Benson,,Total Votes Cast,Democratic,66,82195
Franklin,Attorney General,,Berkshire,,Total Votes Cast,Democratic,81,82195
Washington,Attorney General,,Berlin,,Total Votes Cast,Democratic,283,82195
Windsor,Attorney General,,Bethel,,Total Votes Cast,Democratic,256,82195
Essex,Attorney General,,Bloomfield,,Total Votes Cast,Democratic,25,82195
Chittenden,Attorney General,,Bolton,,Total Votes Cast,Democratic,164,82195
Orange,Attorney General,,Bradford,,Total Votes Cast,Democratic,237,82195
Orange,Attorney General,,Braintree,,Total Votes Cast,Democratic,119,82195
Rutland,Attorney General,,Brandon,,Total Votes Cast,Democratic,374,82195
Windham,Attorney General,,Brattleboro,Windham 2-1,Total Votes Cast,Democratic,564,82195
Windham,Attorney General,,Brattleboro,Windham 2-2,Total Votes Cast,Democratic,569,82195
Windham,Attorney General,,Brattleboro,Windham 2-3,Total Votes Cast,Democratic,648,82195
Windsor,Attorney General,,Bridgewater,,Total Votes Cast,Democratic,116,82195
Addison,Attorney General,,Bridport,,Total Votes Cast,Democratic,121,82195
Essex,Attorney General,,Brighton,Comm. Hall,Total Votes Cast,Democratic,64,82195
Addison,Attorney General,,Bristol,Gilman,Total Votes Cast,Democratic,485,82195
Orange,Attorney General,,Brookfield,,Total Votes Cast,Democratic,184,82195
Windham,Attorney General,,Brookline,,Total Votes Cast,Democratic,80,82195
Orleans,Attorney General,,Brownington,,Total Votes Cast,Democratic,55,82195
Essex,Attorney General,,Brunswick,,Total Votes Cast,Democratic,11,82195
Caledonia,Attorney General,,Burke,,Total Votes Cast,Democratic,104,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-1,Total Votes Cast,Democratic,1365,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-2,Total Votes Cast,Democratic,851,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-3,Total Votes Cast,Democratic,1051,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-4,Total Votes Cast,Democratic,783,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-5,Total Votes Cast,Democratic,1816,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-6,Total Votes Cast,Democratic,273,82195
Chittenden,Attorney General,,Burlington,Chittenden 6-7,Total Votes Cast,Democratic,40,82195
Washington,Attorney General,,Cabot,,Total Votes Cast,Democratic,197,82195
Washington,Attorney General,,Calais,,Total Votes Cast,Democratic,395,82195
Lamoille,Attorney General,,Cambridge,Washington 5,Total Votes Cast,Democratic,332,82195
Essex,Attorney General,,Canaan,Washington-Lamoille 1-1,Total Votes Cast,Democratic,36,82195
Rutland,Attorney General,,Castleton,,Total Votes Cast,Democratic,256,82195
Windsor,Attorney General,,Cavendish,,Total Votes Cast,Democratic,140,82195
Orleans,Attorney General,,Charleston,,Total Votes Cast,Democratic,77,82195
Chittenden,Attorney General,,Charlotte,,Total Votes Cast,Democratic,742,82195
Orange,Attorney General,,Chelsea,,Total Votes Cast,Democratic,120,82195
Windsor,Attorney General,,Chester,,Total Votes Cast,Democratic,468,82195
Rutland,Attorney General,,Chittenden,,Total Votes Cast,Democratic,137,82195
Rutland,Attorney General,,Clarendon,Center Town House,Total Votes Cast,Democratic,145,82195
Chittenden,Attorney General,,Colchester,Chittenden 9-1,Total Votes Cast,Democratic,524,82195
Chittenden,Attorney General,,Colchester,Chittenden 9-2,Total Votes Cast,Democratic,813,82195
Essex,Attorney General,,Concord,,Total Votes Cast,Democratic,78,82195
Orange,Attorney General,,Corinth,,Total Votes Cast,Democratic,170,82195
Addison,Attorney General,,Cornwall,,Total Votes Cast,Democratic,242,82195
Orleans,Attorney General,,Coventry,,Total Votes Cast,Democratic,60,82195
Orleans,Attorney General,,Craftsbury,,Total Votes Cast,Democratic,169,82195
Rutland,Attorney General,,Danby,,Total Votes Cast,Democratic,123,82195
Caledonia,Attorney General,,Danville,,Total Votes Cast,Democratic,269,82195
Orleans,Attorney General,,Derby,,Total Votes Cast,Democratic,316,82195
Bennington,Attorney General,,Dorset,,Total Votes Cast,Democratic,280,82195
Windham,Attorney General,,Dover,,Total Votes Cast,Democratic,117,82195
Windham,Attorney General,,Dummerston,,Total Votes Cast,Democratic,385,82195
Washington,Attorney General,,Duxbury,,Total Votes Cast,Democratic,216,82195
Essex,Attorney General,,East Haven,,Total Votes Cast,Democratic,28,82195
Washington,Attorney General,,East Montpelier,,Total Votes Cast,Democratic,624,82195
Lamoille,Attorney General,,Eden,,Total Votes Cast,Democratic,83,82195
Lamoille,Attorney General,,Elmore,,Total Votes Cast,Democratic,190,82195
Franklin,Attorney General,,Enosburgh,,Total Votes Cast,Democratic,170,82195
Chittenden,Attorney General,,Essex,Chittenden 8-1,Total Votes Cast,Democratic,817,82195
Chittenden,Attorney General,,Essex,Chittenden 8-2,Total Votes Cast,Democratic,939,82195
Chittenden,Attorney General,,Essex,Chittenden 8-3,Total Votes Cast,Democratic,297,82195
Rutland,Attorney General,,Fair Haven,,Total Votes Cast,Democratic,137,82195
Franklin,Attorney General,,Fairfax,,Total Votes Cast,Democratic,316,82195
Franklin,Attorney General,,Fairfield,,Total Votes Cast,Democratic,175,82195
Orange,Attorney General,,Fairlee,,Total Votes Cast,Democratic,118,82195
Washington,Attorney General,,Fayston,,Total Votes Cast,Democratic,189,82195
Addison,Attorney General,,Ferrisburgh,,Total Votes Cast,Democratic,342,82195
Franklin,Attorney General,,Fletcher,,Total Votes Cast,Democratic,148,82195
Franklin,Attorney General,,Franklin,,Total Votes Cast,Democratic,79,82195
Franklin,Attorney General,,Georgia,,Total Votes Cast,Democratic,248,82195
Orleans,Attorney General,,Glover,,Total Votes Cast,Democratic,129,82195
Addison,Attorney General,,Goshen,,Total Votes Cast,Democratic,40,82195
Windham,Attorney General,,Grafton,,Total Votes Cast,Democratic,128,82195
Essex,Attorney General,,Granby,,Total Votes Cast,Democratic,4,82195
Grand Isle,Attorney General,,Grand Isle,Rutland 6-1 Ward 1,Total Votes Cast,Democratic,307,82195
Addison,Attorney General,,Granville,Rutland 6-2 Ward 2,Total Votes Cast,Democratic,48,82195
Orleans,Attorney General,,Greensboro,Rutland 6-3 Ward 3a,Total Votes Cast,Democratic,139,82195
Caledonia,Attorney General,,Groton,Rutland 6-3 Ward 3b,Total Votes Cast,Democratic,76,82195
Essex,Attorney General,,Guildhall,Rutland 6-4 Ward 4,Total Votes Cast,Democratic,30,82195
Windham,Attorney General,,Guilford,,Total Votes Cast,Democratic,337,82195
Windham,Attorney General,,Halifax,,Total Votes Cast,Democratic,180,82195
Addison,Attorney General,,Hancock,,Total Votes Cast,Democratic,42,82195
Caledonia,Attorney General,,Hardwick,,Total Votes Cast,Democratic,261,82195
Windsor,Attorney General,,Hartford,Windsor 4-1,Total Votes Cast,Democratic,253,82195
Windsor,Attorney General,,Hartford,Windsor 4-2,Total Votes Cast,Democratic,1013,82195
Windsor,Attorney General,,Hartland,,Total Votes Cast,Democratic,716,82195
Franklin,Attorney General,,Highgate,,Total Votes Cast,Democratic,180,82195
Chittenden,Attorney General,,Hinesburg,Chittenden 4-1,Total Votes Cast,Democratic,8,82195
Chittenden,Attorney General,,Hinesburg,Chittenden 4-2,Total Votes Cast,Democratic,763,82195
Orleans,Attorney General,,Holland,Chittenden 5-4,Total Votes Cast,Democratic,32,82195
Rutland,Attorney General,,Hubbardton,,Total Votes Cast,Democratic,52,82195
Chittenden,Attorney General,,Huntington,,Total Votes Cast,Democratic,386,82195
Lamoille,Attorney General,,Hyde Park,,Total Votes Cast,Democratic,357,82195
Rutland,Attorney General,,Ira,,Total Votes Cast,Democratic,43,82195
Orleans,Attorney General,,Irasburg,Chittenden 7-10,Total Votes Cast,Democratic,82,82195
Grand Isle,Attorney General,,Isle La Motte,Chittenden 7-7,Total Votes Cast,Democratic,83,82195
Windham,Attorney General,,Jamaica,Chittenden 7-8,Total Votes Cast,Democratic,128,82195
Orleans,Attorney General,,Jay,Chittenden 7-9,Total Votes Cast,Democratic,36,82195
Chittenden,Attorney General,,Jericho,,Total Votes Cast,Democratic,832,82195
Lamoille,Attorney General,,Johnson,Windsor 1-1,Total Votes Cast,Democratic,246,82195
Rutland,Attorney General,,Killington,Windsor 6,Total Votes Cast,Democratic,97,82195
Caledonia,Attorney General,,Kirby,,Total Votes Cast,Democratic,74,82195
Bennington,Attorney General,,Landgrove,Franklin 3-1,Total Votes Cast,Democratic,42,82195
Addison,Attorney General,,Leicester,Franklin 3-2,Total Votes Cast,Democratic,83,82195
Essex,Attorney General,,Lemington,,Total Votes Cast,Democratic,3,82195
Addison,Attorney General,,Lincoln,,Total Votes Cast,Democratic,294,82195
Windham,Attorney General,,Londonderry,,Total Votes Cast,Democratic,178,82195
Orleans,Attorney General,,Lowell,,Total Votes Cast,Democratic,61,82195
Windsor,Attorney General,,Ludlow,,Total Votes Cast,Democratic,238,82195
Essex,Attorney General,,Lunenburg,,Total Votes Cast,Democratic,58,82195
Caledonia,Attorney General,,Lyndon,,Total Votes Cast,Democratic,197,82195
Essex,Attorney General,,Maidstone,,Total Votes Cast,Democratic,26,82195
Bennington,Attorney General,,Manchester,,Total Votes Cast,Democratic,379,82195
Windham,Attorney General,,Marlboro,,Total Votes Cast,Democratic,249,82195
Washington,Attorney General,,Marshfield,,Total Votes Cast,Democratic,201,82195
Rutland,Attorney General,,Mendon,,Total Votes Cast,Democratic,95,82195
Addison,Attorney General,,Middlebury,,Total Votes Cast,Democratic,1276,82195
Washington,Attorney General,,Middlesex,,Total Votes Cast,Democratic,448,82195
Rutland,Attorney General,,Middletown Springs,,Total Votes Cast,Democratic,106,82195
Chittenden,Attorney General,,Milton,Chittenden 10,Total Votes Cast,Democratic,525,82195
Chittenden,Attorney General,,Milton,Grand Isle-Chittenden,Total Votes Cast,Democratic,113,82195
Addison,Attorney General,,Monkton,,Total Votes Cast,Democratic,299,82195
Franklin,Attorney General,,Montgomery,,Total Votes Cast,Democratic,137,82195
Washington,Attorney General,,Montpelier,,Total Votes Cast,Democratic,2106,82195
Washington,Attorney General,,Moretown,,Total Votes Cast,Democratic,275,82195
Orleans,Attorney General,,Morgan,,Total Votes Cast,Democratic,37,82195
Lamoille,Attorney General,,Morristown,,Total Votes Cast,Democratic,773,82195
Rutland,Attorney General,,Mount Holly,,Total Votes Cast,Democratic,146,82195
Rutland,Attorney General,,Mount Tabor,,Total Votes Cast,Democratic,12,82195
Addison,Attorney General,,New Haven,,Total Votes Cast,Democratic,255,82195
Caledonia,Attorney General,,Newark,,Total Votes Cast,Democratic,68,82195
Orange,Attorney General,,Newbury,,Total Votes Cast,Democratic,225,82195
Windham,Attorney General,,Newfane,,Total Votes Cast,Democratic,403,82195
Orleans,Attorney General,,Newport City,,Total Votes Cast,Democratic,253,82195
Orleans,Attorney General,,Newport Town,,Total Votes Cast,Democratic,81,82195
Grand Isle,Attorney General,,North Hero,,Total Votes Cast,Democratic,188,82195
Washington,Attorney General,,Northfield,,Total Votes Cast,Democratic,386,82195
Essex,Attorney General,,Norton,,Total Votes Cast,Democratic,12,82195
Windsor,Attorney General,,Norwich,,Total Votes Cast,Democratic,971,82195
Orange,Attorney General,,Orange,,Total Votes Cast,Democratic,82,82195
Addison,Attorney General,,Orwell,,Total Votes Cast,Democratic,102,82195
Addison,Attorney General,,Panton,,Total Votes Cast,Democratic,62,82195
Rutland,Attorney General,,Pawlet,,Total Votes Cast,Democratic,160,82195
Caledonia,Attorney General,,Peacham,,Total Votes Cast,Democratic,153,82195
Bennington,Attorney General,,Peru,,Total Votes Cast,Democratic,51,82195
Rutland,Attorney General,,Pittsfield,,Total Votes Cast,Democratic,61,82195
Rutland,Attorney General,,Pittsford,,Total Votes Cast,Democratic,218,82195
Washington,Attorney General,,Plainfield,,Total Votes Cast,Democratic,237,82195
Windsor,Attorney General,,Plymouth,,Total Votes Cast,Democratic,73,82195
Windsor,Attorney General,,Pomfret,,Total Votes Cast,Democratic,206,82195
Rutland,Attorney General,,Poultney,,Total Votes Cast,Democratic,188,82195
Bennington,Attorney General,,Pownal,,Total Votes Cast,Democratic,187,82195
Rutland,Attorney General,,Proctor,,Total Votes Cast,Democratic,115,82195
Windham,Attorney General,,Putney,,Total Votes Cast,Democratic,432,82195
Orange,Attorney General,,Randolph,Chittenden 5-1,Total Votes Cast,Democratic,542,82195
Windsor,Attorney General,,Reading,Chittenden 5-2,Total Votes Cast,Democratic,136,82195
Bennington,Attorney General,,Readsboro,,Total Votes Cast,Democratic,61,82195
Franklin,Attorney General,,Richford,,Total Votes Cast,Democratic,118,82195
Chittenden,Attorney General,,Richmond,,Total Votes Cast,Democratic,887,82195
Addison,Attorney General,,Ripton,,Total Votes Cast,Democratic,128,82195
Windsor,Attorney General,,Rochester,Armory,Total Votes Cast,Democratic,198,82195
Windham,Attorney General,,Rockingham,St. Francis,Total Votes Cast,Democratic,571,82195
Washington,Attorney General,,Roxbury,,Total Votes Cast,Democratic,85,82195
Windsor,Attorney General,,Royalton,,Total Votes Cast,Democratic,316,82195
Bennington,Attorney General,,Rupert,,Total Votes Cast,Democratic,97,82195
Rutland,Attorney General,,Rutland City,Rutland 5-1,Total Votes Cast,Democratic,377,82195
Rutland,Attorney General,,Rutland City,Rutland 5-2,Total Votes Cast,Democratic,260,82195
Rutland,Attorney General,,Rutland City,Rutland 5-3,Total Votes Cast,Democratic,145,82195
Rutland,Attorney General,,Rutland City,Rutland 5-4,Total Votes Cast,Democratic,250,82195
Rutland,Attorney General,,Rutland Town,,Total Votes Cast,Democratic,346,82195
Caledonia,Attorney General,,Ryegate,,Total Votes Cast,Democratic,104,82195
Addison,Attorney General,,Salisbury,,Total Votes Cast,Democratic,122,82195
Bennington,Attorney General,,Sandgate,,Total Votes Cast,Democratic,49,82195
Bennington,Attorney General,,Searsburg,,Total Votes Cast,Democratic,3,82195
Bennington,Attorney General,,Shaftsbury,,Total Votes Cast,Democratic,289,82195
Windsor,Attorney General,,Sharon,,Total Votes Cast,Democratic,235,82195
Caledonia,Attorney General,,Sheffield,,Total Votes Cast,Democratic,51,82195
Chittenden,Attorney General,,Shelburne,Chittenden 5-1,Total Votes Cast,Democratic,924,82195
Chittenden,Attorney General,,Shelburne,Chittenden 5-2,Total Votes Cast,Democratic,531,82195
Franklin,Attorney General,,Sheldon,,Total Votes Cast,Democratic,90,82195
Addison,Attorney General,,Shoreham,Barton Memorial,Total Votes Cast,Democratic,166,82195
Rutland,Attorney General,,Shrewsbury,Orleans Memorial,Total Votes Cast,Democratic,141,82195
