county,office,district,town,precinct,candidate,party,votes,state_election_id
Caledonia,State House,CAL-4,Burke,,Martha Feltus,Republican,98,82385
Caledonia,State House,CAL-4,Lyndon,,Martha Feltus,Republican,303,82385
Caledonia,State House,CAL-4,Sutton,,Martha Feltus,Republican,51,82385
Caledonia,State House,CAL-4,Burke,,Write Ins,Republican,2,82385
Caledonia,State House,CAL-4,Lyndon,,Write Ins,Republican,4,82385
Caledonia,State House,CAL-4,Sutton,,Write Ins,Republican,16,82385
Caledonia,State House,CAL-4,Burke,,Blanks,Republican,71,82385
Caledonia,State House,CAL-4,Lyndon,,Blanks,Republican,118,82385
Caledonia,State House,CAL-4,Sutton,,Blanks,Republican,31,82385
Caledonia,State House,CAL-4,Burke,,Spoiled,Republican,2,82385
Caledonia,State House,CAL-4,Lyndon,,Spoiled,Republican,5,82385
Caledonia,State House,CAL-4,Sutton,,Spoiled,Republican,0,82385
Caledonia,State House,CAL-4,Burke,,Total Votes Cast,Republican,280,82385
Caledonia,State House,CAL-4,Lyndon,,Total Votes Cast,Republican,740,82385
Caledonia,State House,CAL-4,Sutton,,Total Votes Cast,Republican,150,82385
Washington,State House,CAL-WAS,Cabot,,Kitty Beattie Toll,Democratic,177,82407
Caledonia,State House,CAL-WAS,Danville,,Kitty Beattie Toll,Democratic,246,82407
Caledonia,State House,CAL-WAS,Peacham,,Kitty Beattie Toll,Democratic,139,82407
Washington,State House,CAL-WAS,Cabot,,Write Ins,Democratic,1,82407
Caledonia,State House,CAL-WAS,Danville,,Write Ins,Democratic,1,82407
Caledonia,State House,CAL-WAS,Peacham,,Write Ins,Democratic,2,82407
Washington,State House,CAL-WAS,Cabot,,Blanks,Democratic,19,82407
Caledonia,State House,CAL-WAS,Danville,,Blanks,Democratic,21,82407
Caledonia,State House,CAL-WAS,Peacham,,Blanks,Democratic,12,82407
Washington,State House,CAL-WAS,Cabot,,Spoiled,Democratic,0,82407
Caledonia,State House,CAL-WAS,Danville,,Spoiled,Democratic,1,82407
Caledonia,State House,CAL-WAS,Peacham,,Spoiled,Democratic,0,82407
Washington,State House,CAL-WAS,Cabot,,Total Votes Cast,Democratic,197,82407
Caledonia,State House,CAL-WAS,Danville,,Total Votes Cast,Democratic,269,82407
Caledonia,State House,CAL-WAS,Peacham,,Total Votes Cast,Democratic,153,82407
Washington,State House,CAL-WAS,Cabot,,Craig R. Vance,Republican,101,82409
Caledonia,State House,CAL-WAS,Danville,,Craig R. Vance,Republican,204,82409
Caledonia,State House,CAL-WAS,Peacham,,Craig R. Vance,Republican,68,82409
Washington,State House,CAL-WAS,Cabot,,Write Ins,Republican,6,82409
Caledonia,State House,CAL-WAS,Danville,,Write Ins,Republican,6,82409
Caledonia,State House,CAL-WAS,Peacham,,Write Ins,Republican,1,82409
Washington,State House,CAL-WAS,Cabot,,Blanks,Republican,30,82409
Caledonia,State House,CAL-WAS,Danville,,Blanks,Republican,50,82409
Caledonia,State House,CAL-WAS,Peacham,,Blanks,Republican,23,82409
Washington,State House,CAL-WAS,Cabot,,Spoiled,Republican,0,82409
Caledonia,State House,CAL-WAS,Danville,,Spoiled,Republican,0,82409
Caledonia,State House,CAL-WAS,Peacham,,Spoiled,Republican,1,82409
Washington,State House,CAL-WAS,Cabot,,Total Votes Cast,Republican,137,82409
Caledonia,State House,CAL-WAS,Danville,,Total Votes Cast,Republican,260,82409
Caledonia,State House,CAL-WAS,Peacham,,Total Votes Cast,Republican,93,82409
Chittenden,State House,CHT-1,Richmond,,Marcia Lawrence Gardner,Democratic,407,82542
Chittenden,State House,CHT-1,Richmond,,Scott Lowe,Democratic,219,82542
Chittenden,State House,CHT-1,Richmond,,Steve May,Democratic,187,82542
Chittenden,State House,CHT-1,Richmond,,Write Ins,Democratic,1,82542
Chittenden,State House,CHT-1,Richmond,,Blanks,Democratic,71,82542
Chittenden,State House,CHT-1,Richmond,,Spoiled,Democratic,2,82542
Chittenden,State House,CHT-1,Richmond,,Total Votes Cast,Democratic,887,82542
Chittenden,State House,CHT-10,Milton,,Donald H. Turner. Jr,Republican,796,82529
Chittenden,State House,CHT-10,Milton,,Ron Hubert,Republican,680,82529
Chittenden,State House,CHT-10,Milton,,Write Ins,Republican,4,82529
Chittenden,State House,CHT-10,Milton,,Blanks,Republican,266,82529
Chittenden,State House,CHT-10,Milton,,Spoiled,Republican,0,82529
Chittenden,State House,CHT-10,Milton,,Total Votes Cast,Republican,1746,82529
Chittenden,State House,CHT-2,Williston,,Jim McCullough,Democratic,977,82602
Chittenden,State House,CHT-2,Williston,,Terry Macaig,Democratic,892,82602
Chittenden,State House,CHT-2,Williston,,Write Ins,Democratic,4,82602
Chittenden,State House,CHT-2,Williston,,Blanks,Democratic,539,82602
Chittenden,State House,CHT-2,Williston,,Spoiled,Democratic,0,82602
Chittenden,State House,CHT-2,Williston,,Total Votes Cast,Democratic,2412,82602
Chittenden,State House,CHT-2,Williston,,Joy Limoge,Republican,685,82604
Chittenden,State House,CHT-2,Williston,,Write Ins,Republican,48,82604
Chittenden,State House,CHT-2,Williston,,Blanks,Republican,991,82604
Chittenden,State House,CHT-2,Williston,,Spoiled,Republican,0,82604
Chittenden,State House,CHT-2,Williston,,Total Votes Cast,Republican,1724,82604
Chittenden,State House,CHT-3,Jericho,,George Till,Democratic,712,82512
Chittenden,State House,CHT-3,Underhill,,George Till,Democratic,390,82512
Chittenden,State House,CHT-3,Jericho,,Trevor Squirrell,Democratic,493,82512
Chittenden,State House,CHT-3,Underhill,,Trevor Squirrell,Democratic,367,82512
Chittenden,State House,CHT-3,Jericho,,Write Ins,Democratic,2,82512
Chittenden,State House,CHT-3,Underhill,,Write Ins,Democratic,3,82512
Chittenden,State House,CHT-3,Jericho,,Blanks,Democratic,457,82512
Chittenden,State House,CHT-3,Underhill,,Blanks,Democratic,278,82512
Chittenden,State House,CHT-3,Jericho,,Spoiled,Democratic,0,82512
Chittenden,State House,CHT-3,Underhill,,Spoiled,Democratic,0,82512
Chittenden,State House,CHT-3,Jericho,,Total Votes Cast,Democratic,1664,82512
Chittenden,State House,CHT-3,Underhill,,Total Votes Cast,Democratic,1038,82512
Chittenden,State House,CHT-3,Jericho,,Bill Lawrence,Republican,324,82514
Chittenden,State House,CHT-3,Underhill,,Bill Lawrence,Republican,273,82514
Chittenden,State House,CHT-3,Jericho,,Debbie Rackliff,Republican,382,82514
Chittenden,State House,CHT-3,Underhill,,Debbie Rackliff,Republican,191,82514
Chittenden,State House,CHT-3,Jericho,,Write Ins,Republican,2,82514
Chittenden,State House,CHT-3,Underhill,,Write Ins,Republican,1,82514
Chittenden,State House,CHT-3,Jericho,,Blanks,Republican,248,82514
Chittenden,State House,CHT-3,Underhill,,Blanks,Republican,169,82514
Chittenden,State House,CHT-3,Jericho,,Spoiled,Republican,0,82514
Chittenden,State House,CHT-3,Underhill,,Spoiled,Republican,0,82514
Chittenden,State House,CHT-3,Jericho,,Total Votes Cast,Republican,956,82514
Chittenden,State House,CHT-3,Underhill,,Total Votes Cast,Republican,634,82514
Chittenden,State House,CHT-4-1,Charlotte,,Mike Yantachka,Democratic,629,82422
Chittenden,State House,CHT-4-1,Hinesburg,,Mike Yantachka,Democratic,8,82422
Chittenden,State House,CHT-4-1,Charlotte,,Write Ins,Democratic,3,82422
Chittenden,State House,CHT-4-1,Hinesburg,,Write Ins,Democratic,0,82422
Chittenden,State House,CHT-4-1,Charlotte,,Blanks,Democratic,110,82422
Chittenden,State House,CHT-4-1,Hinesburg,,Blanks,Democratic,0,82422
Chittenden,State House,CHT-4-1,Charlotte,,Spoiled,Democratic,0,82422
Chittenden,State House,CHT-4-1,Hinesburg,,Spoiled,Democratic,0,82422
Chittenden,State House,CHT-4-1,Charlotte,,Total Votes Cast,Democratic,742,82422
Chittenden,State House,CHT-4-1,Hinesburg,,Total Votes Cast,Democratic,8,82422
Chittenden,State House,CHT-4-2,Hinesburg,,Bill Lippert,Democratic,654,82503
Chittenden,State House,CHT-4-2,Hinesburg,,Write Ins,Democratic,5,82503
Chittenden,State House,CHT-4-2,Hinesburg,,Blanks,Democratic,102,82503
Chittenden,State House,CHT-4-2,Hinesburg,,Spoiled,Democratic,2,82503
Chittenden,State House,CHT-4-2,Hinesburg,,Total Votes Cast,Democratic,763,82503
Chittenden,State House,CHT-5-1,Shelburne,,Kate Webb,Democratic,824,82578
Chittenden,State House,CHT-5-1,Shelburne,,Write Ins,Democratic,6,82578
Chittenden,State House,CHT-5-1,Shelburne,,Blanks,Democratic,92,82578
Chittenden,State House,CHT-5-1,Shelburne,,Spoiled,Democratic,2,82578
Chittenden,State House,CHT-5-1,Shelburne,,Total Votes Cast,Democratic,924,82578
Chittenden,State House,CHT-5-2,Shelburne,,Jessica Comai Brumsted,Democratic,425,82569
Chittenden,State House,CHT-5-2,Saint George,,Jessica Comai Brumsted,Democratic,55,82569
Chittenden,State House,CHT-5-2,Shelburne,,Write Ins,Democratic,5,82569
Chittenden,State House,CHT-5-2,Saint George,,Write Ins,Democratic,0,82569
Chittenden,State House,CHT-5-2,Shelburne,,Blanks,Democratic,101,82569
Chittenden,State House,CHT-5-2,Saint George,,Blanks,Democratic,17,82569
Chittenden,State House,CHT-5-2,Shelburne,,Spoiled,Democratic,0,82569
Chittenden,State House,CHT-5-2,Saint George,,Spoiled,Democratic,1,82569
Chittenden,State House,CHT-5-2,Shelburne,,Total Votes Cast,Democratic,531,82569
Chittenden,State House,CHT-5-2,Saint George,,Total Votes Cast,Democratic,73,82569
Chittenden,State House,CHT-6-1,Burlington,,Joanna Cole,Democratic,967,82386
Chittenden,State House,CHT-6-1,Burlington,,Carol Ode,Democratic,858,82386
Chittenden,State House,CHT-6-1,Burlington,,Write Ins,Democratic,20,82386
Chittenden,State House,CHT-6-1,Burlington,,Blanks,Democratic,883,82386
Chittenden,State House,CHT-6-1,Burlington,,Spoiled,Democratic,2,82386
Chittenden,State House,CHT-6-1,Burlington,,Total Votes Cast,Democratic,2730,82386
Chittenden,State House,CHT-6-1,Burlington,,Kurt Wright,Republican,478,82388
Chittenden,State House,CHT-6-1,Burlington,,Mike McGarghan,Republican,253,82388
Chittenden,State House,CHT-6-1,Burlington,,Write Ins,Republican,11,82388
Chittenden,State House,CHT-6-1,Burlington,,Blanks,Republican,384,82388
Chittenden,State House,CHT-6-1,Burlington,,Spoiled,Republican,0,82388
Chittenden,State House,CHT-6-1,Burlington,,Total Votes Cast,Republican,1126,82388
Chittenden,State House,CHT-6-2,Burlington,,Jean O Sullivan,Democratic,701,82389
Chittenden,State House,CHT-6-2,Burlington,,Write Ins,Democratic,6,82389
Chittenden,State House,CHT-6-2,Burlington,,Blanks,Democratic,144,82389
Chittenden,State House,CHT-6-2,Burlington,,Spoiled,Democratic,0,82389
Chittenden,State House,CHT-6-2,Burlington,,Total Votes Cast,Democratic,851,82389
Chittenden,State House,CHT-6-3,Burlington,,Jill Krowinski,Democratic,734,82392
Chittenden,State House,CHT-6-3,Burlington,,Curt McCormack,Democratic,596,82392
Chittenden,State House,CHT-6-3,Burlington,,Write Ins,Democratic,10,82392
Chittenden,State House,CHT-6-3,Burlington,,Blanks,Democratic,762,82392
Chittenden,State House,CHT-6-3,Burlington,,Spoiled,Democratic,0,82392
Chittenden,State House,CHT-6-3,Burlington,,Total Votes Cast,Democratic,2102,82392
Chittenden,State House,CHT-6-4,Burlington,,Selene Colburn,Democratic,575,82395
Chittenden,State House,CHT-6-4,Burlington,,Brian Cina,Democratic,378,82395
Chittenden,State House,CHT-6-4,Burlington,,Judy P. Rosenstreich,Democratic,264,82395
Chittenden,State House,CHT-6-4,Burlington,,Write Ins,Democratic,4,82395
Chittenden,State House,CHT-6-4,Burlington,,Blanks,Democratic,0,82395
Chittenden,State House,CHT-6-4,Burlington,,Spoiled,Democratic,0,82395
Chittenden,State House,CHT-6-4,Burlington,,Total Votes Cast,Democratic,1221,82395
Chittenden,State House,CHT-6-5,Burlington,,Mary M. Sullivan,Democratic,1272,82398
Chittenden,State House,CHT-6-5,Burlington,,Johannah Leddy Donovan,Democratic,1241,82398
Chittenden,State House,CHT-6-5,Burlington,,Write Ins,Democratic,9,82398
Chittenden,State House,CHT-6-5,Burlington,,Blanks,Democratic,1110,82398
Chittenden,State House,CHT-6-5,Burlington,,Spoiled,Democratic,0,82398
Chittenden,State House,CHT-6-5,Burlington,,Total Votes Cast,Democratic,3632,82398
Chittenden,State House,CHT-6-6,Burlington,,Barbara Rachelson,Democratic,213,82401
Chittenden,State House,CHT-6-6,Burlington,,Write Ins,Democratic,0,82401
Chittenden,State House,CHT-6-6,Burlington,,Blanks,Democratic,60,82401
Chittenden,State House,CHT-6-6,Burlington,,Spoiled,Democratic,0,82401
Chittenden,State House,CHT-6-6,Burlington,,Total Votes Cast,Democratic,273,82401
Chittenden,State House,CHT-6-7,Burlington,,Diana Gonzalez,Democratic,27,82404
Chittenden,State House,CHT-6-7,Winooski,,Diana Gonzalez,Democratic,629,82404
Chittenden,State House,CHT-6-7,Burlington,,Clement Bissonnette,Democratic,15,82404
Chittenden,State House,CHT-6-7,Winooski,,Clement Bissonnette,Democratic,492,82404
Chittenden,State House,CHT-6-7,Burlington,,Write Ins,Democratic,7,82404
Chittenden,State House,CHT-6-7,Winooski,,Write Ins,Democratic,94,82404
Chittenden,State House,CHT-6-7,Burlington,,Blanks,Democratic,31,82404
Chittenden,State House,CHT-6-7,Winooski,,Blanks,Democratic,507,82404
Chittenden,State House,CHT-6-7,Burlington,,Spoiled,Democratic,0,82404
Chittenden,State House,CHT-6-7,Winooski,,Spoiled,Democratic,2,82404
Chittenden,State House,CHT-6-7,Burlington,,Total Votes Cast,Democratic,80,82404
Chittenden,State House,CHT-6-7,Winooski,,Total Votes Cast,Democratic,1724,82404
Chittenden,State House,CHT-6-7,Winooski,,Robert Millar,Progressive,10,82405
Chittenden,State House,CHT-6-7,Winooski,,Write Ins,Progressive,5,82405
Chittenden,State House,CHT-6-7,Winooski,,Blanks,Progressive,9,82405
Chittenden,State House,CHT-6-7,Winooski,,Spoiled,Progressive,0,82405
Chittenden,State House,CHT-6-7,Winooski,,Total Votes Cast,Progressive,24,82405
Chittenden,State House,CHT-7-1,South Burlington,,Martin Lalonde,Democratic,663,82584
Chittenden,State House,CHT-7-1,South Burlington,,Write Ins,Democratic,2,82584
Chittenden,State House,CHT-7-1,South Burlington,,Blanks,Democratic,167,82584
Chittenden,State House,CHT-7-1,South Burlington,,Spoiled,Democratic,0,82584
Chittenden,State House,CHT-7-1,South Burlington,,Total Votes Cast,Democratic,832,82584
Chittenden,State House,CHT-7-2,South Burlington,,Ann Pugh,Democratic,670,82587
Chittenden,State House,CHT-7-2,South Burlington,,Write Ins,Democratic,5,82587
Chittenden,State House,CHT-7-2,South Burlington,,Blanks,Democratic,103,82587
Chittenden,State House,CHT-7-2,South Burlington,,Spoiled,Democratic,2,82587
Chittenden,State House,CHT-7-2,South Burlington,,Total Votes Cast,Democratic,780,82587
Chittenden,State House,CHT-7-2,South Burlington,,Sam Handy,Republican,332,82589
Chittenden,State House,CHT-7-2,South Burlington,,Write Ins,Republican,4,82589
Chittenden,State House,CHT-7-2,South Burlington,,Blanks,Republican,116,82589
Chittenden,State House,CHT-7-2,South Burlington,,Spoiled,Republican,0,82589
Chittenden,State House,CHT-7-2,South Burlington,,Total Votes Cast,Republican,452,82589
Chittenden,State House,CHT-7-3,South Burlington,,Helen Head,Democratic,573,82590
Chittenden,State House,CHT-7-3,South Burlington,,Write Ins,Democratic,2,82590
Chittenden,State House,CHT-7-3,South Burlington,,Blanks,Democratic,80,82590
Chittenden,State House,CHT-7-3,South Burlington,,Spoiled,Democratic,0,82590
Chittenden,State House,CHT-7-3,South Burlington,,Total Votes Cast,Democratic,655,82590
Chittenden,State House,CHT-7-4,South Burlington,,Maida F. Townsend,Democratic,594,82593
Chittenden,State House,CHT-7-4,South Burlington,,Write Ins,Democratic,0,82593
Chittenden,State House,CHT-7-4,South Burlington,,Blanks,Democratic,39,82593
Chittenden,State House,CHT-7-4,South Burlington,,Spoiled,Democratic,0,82593
Chittenden,State House,CHT-7-4,South Burlington,,Total Votes Cast,Democratic,633,82593
Chittenden,State House,CHT-8-1,Essex,,Betsy Dunn,Democratic,669,82470
Chittenden,State House,CHT-8-1,Essex,,Write Ins,Democratic,24,82470
Chittenden,State House,CHT-8-1,Essex,,Blanks,Democratic,941,82470
Chittenden,State House,CHT-8-1,Essex,,Spoiled,Democratic,0,82470
Chittenden,State House,CHT-8-1,Essex,,Total Votes Cast,Democratic,1634,82470
Chittenden,State House,CHT-8-1,Essex,,Linda K. Myers,Republican,523,82472
Chittenden,State House,CHT-8-1,Essex,,Write Ins,Republican,19,82472
Chittenden,State House,CHT-8-1,Essex,,Blanks,Republican,728,82472
Chittenden,State House,CHT-8-1,Essex,,Spoiled,Republican,0,82472
Chittenden,State House,CHT-8-1,Essex,,Total Votes Cast,Republican,1270,82472
Chittenden,State House,CHT-8-2,Essex,,Lori Houghton,Democratic,730,82473
Chittenden,State House,CHT-8-2,Essex,,Dylan Giambatista,Democratic,589,82473
Chittenden,State House,CHT-8-2,Essex,,Write Ins,Democratic,11,82473
Chittenden,State House,CHT-8-2,Essex,,Blanks,Democratic,548,82473
Chittenden,State House,CHT-8-2,Essex,,Spoiled,Democratic,0,82473
Chittenden,State House,CHT-8-2,Essex,,Total Votes Cast,Democratic,1878,82473
Chittenden,State House,CHT-8-2,Essex,,Paul Dame,Republican,569,82475
Chittenden,State House,CHT-8-2,Essex,,R. Michael Plageman,Republican,485,82475
Chittenden,State House,CHT-8-2,Essex,,Write Ins,Republican,6,82475
Chittenden,State House,CHT-8-2,Essex,,Blanks,Republican,398,82475
Chittenden,State House,CHT-8-2,Essex,,Spoiled,Republican,0,82475
Chittenden,State House,CHT-8-2,Essex,,Total Votes Cast,Republican,1458,82475
Chittenden,State House,CHT-8-3,Essex,,John C. Churchman,Democratic,235,82476
Chittenden,State House,CHT-8-3,Westford,,John C. Churchman,Democratic,164,82476
Chittenden,State House,CHT-8-3,Essex,,Write Ins,Democratic,0,82476
Chittenden,State House,CHT-8-3,Westford,,Write Ins,Democratic,3,82476
Chittenden,State House,CHT-8-3,Essex,,Blanks,Democratic,62,82476
Chittenden,State House,CHT-8-3,Westford,,Blanks,Democratic,57,82476
Chittenden,State House,CHT-8-3,Essex,,Spoiled,Democratic,0,82476
Chittenden,State House,CHT-8-3,Westford,,Spoiled,Democratic,0,82476
Chittenden,State House,CHT-8-3,Essex,,Total Votes Cast,Democratic,297,82476
Chittenden,State House,CHT-8-3,Westford,,Total Votes Cast,Democratic,224,82476
Chittenden,State House,CHT-8-3,Essex,,Robert L. Bancroft,Republican,144,82478
Chittenden,State House,CHT-8-3,Westford,,Robert L. Bancroft,Republican,160,82478
Chittenden,State House,CHT-8-3,Essex,,Write Ins,Republican,3,82478
Chittenden,State House,CHT-8-3,Westford,,Write Ins,Republican,1,82478
Chittenden,State House,CHT-8-3,Essex,,Blanks,Republican,59,82478
Chittenden,State House,CHT-8-3,Westford,,Blanks,Republican,28,82478
Chittenden,State House,CHT-8-3,Essex,,Spoiled,Republican,0,82478
Chittenden,State House,CHT-8-3,Westford,,Spoiled,Republican,1,82478
Chittenden,State House,CHT-8-3,Essex,,Total Votes Cast,Republican,206,82478
Chittenden,State House,CHT-8-3,Westford,,Total Votes Cast,Republican,190,82478
Chittenden,State House,CHT-9-1,Colchester,,Jim Condon,Democratic,361,82432
Chittenden,State House,CHT-9-1,Colchester,,Curt Taylor,Democratic,305,82432
Chittenden,State House,CHT-9-1,Colchester,,Steven Donahue,Democratic,113,82432
Chittenden,State House,CHT-9-1,Colchester,,Write Ins,Democratic,1,82432
Chittenden,State House,CHT-9-1,Colchester,,Blanks,Democratic,267,82432
