county,town,precinct,office,district,candidate,party,votes
ORLEANS,HOLLAND,ORL-1,STATE REPRESENTATIVE,ORL-1,THOMAS AT MOSLEY,Write-in,1
ORLEANS,HOLLAND,ORL-1,STATE REPRESENTATIVE,ORL-1,ANDREW BOUCHARD,Write-in,1
RUTLAND,MIDDLETOWN SPRINGS,RUT-BEN,STATE REPRESENTATIVE,RUT-BEN,KEN FREDETTE,Write-in,1
ORANGE,TOPSHAM,ORA-CAL,STATE REPRESENTATIVE,ORA-CAL,BOOTS WARDINSKI,Write-in,2
ORANGE,TOPSHAM,ORA-CAL,STATE REPRESENTATIVE,ORA-CAL,SUSAN HATCH DAVIS,Write-in,1
BENNINGTON,POWNAL,BEN-1,STATE REPRESENTATIVE,BEN-1,PAULINE GUNTLOW,Write-in,1
BENNINGTON,POWNAL,BEN-1,STATE REPRESENTATIVE,BEN-1,JACKIE SEDLOCK,Write-in,1
BENNINGTON,POWNAL,BEN-1,STATE REPRESENTATIVE,BEN-1,JULIE WEBER,Write-in,1
BENNINGTON,POWNAL,BEN-1,STATE REPRESENTATIVE,BEN-1,JENNIFER DEWAR,Write-in,1
RUTLAND,IRA,RUT-1,STATE REPRESENTATIVE,RUT-1,JOHN STEWART,Write-in,1
ORLEANS,CRAFTSBURY,ORL-CAL,STATE REPRESENTATIVE,ORL-CAL,ANN HANSON,Write-in,1
ORLEANS,CRAFTSBURY,ORL-CAL,STATE REPRESENTATIVE,ORL-CAL,LAURA POTTER,Write-in,1
WINDSOR,ANDOVER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,CRIS ERICSON,Write-in,1
WINDSOR,ANDOVER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,HUNTERD THOMSON,Write-in,1
WINDSOR,ANDOVER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,GLENN MASSEY,Write-in,1
WINDSOR,ANDOVER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,MARK GORDON,Write-in,1
ORLEANS,JAY,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,DAVE SANDERS,Write-in,2
ORLEANS,JAY,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,TODD ALIX,Write-in,1
ORLEANS,JAY,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,RON HORTON,Write-in,1
WINDSOR,POMFRET,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,ALLISON CLARKSON,Write-in,1
WINDSOR,POMFRET,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,FRED DOTEN SR,Write-in,1
CALEDONIA,PEACHAM,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,DEBBIE BEECHAM,Write-in,1
CALEDONIA,PEACHAM,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,JOHN H REISS,Write-in,1
CALEDONIA,PEACHAM,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,SAM HENDRICK,Write-in,1
CALEDONIA,PEACHAM,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,CRAIG VANCE,Write-in,2
CALEDONIA,PEACHAM,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,DAVID TOLLE,Write-in,1
CALEDONIA,PEACHAM,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,STEVE LARRABEE,Write-in,1
RUTLAND,CHITTENDEN,RUT-WDR-1,STATE REPRESENTATIVE,RUT-WDR-1,RACHEL LEVIN,Write-in,1
RUTLAND,CHITTENDEN,RUT-WDR-1,STATE REPRESENTATIVE,RUT-WDR-1,NICOLE MCPHEE,Write-in,1
RUTLAND,CHITTENDEN,RUT-WDR-1,STATE REPRESENTATIVE,RUT-WDR-1,JOB TATE,Write-in,1
FRANKLIN,FRANKLIN,FRA-5,STATE REPRESENTATIVE,FRA-5,PETER MAGNANT,Write-in,1
FRANKLIN,FRANKLIN,FRA-5,STATE REPRESENTATIVE,FRA-5,YVON DANDURAND,Write-in,1
RUTLAND,HUBBARDTON,RUT-3,STATE REPRESENTATIVE,RUT-3,JULIE FINNEGAN,Write-in,2
RUTLAND,HUBBARDTON,RUT-3,STATE REPRESENTATIVE,RUT-3,KEVIN GRANT,Write-in,1
RUTLAND,HUBBARDTON,RUT-3,STATE REPRESENTATIVE,RUT-3,CHERYL HOOKER,Write-in,1
RUTLAND,HUBBARDTON,RUT-3,STATE REPRESENTATIVE,RUT-3,GREG COX,Write-in,1
RUTLAND,BENSON,ADD-RUT,STATE REPRESENTATIVE,ADD-RUT,HOWARD BOWEN,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,PAUL AMEY,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,JEN D'AGOSTINO,Write-in,4
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,HATCHER D'AGOSTINO,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,ELAINE ROBINSON,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,MAUREEN LYON,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,GARY ALLARD,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,KATE PIPER,Write-in,2
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,WARREN VANWYEK,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,TIM YARROW,Write-in,1
LAMOILLE,HYDE PARK,LAM-2,STATE REPRESENTATIVE,LAM-2,LANCE LAMB,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,LARRY BARRETT,Write-in,1
LAMOILLE,HYDE PARK,LAM-2,STATE REPRESENTATIVE,LAM-2,RICHARD BAILEY,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,JAN SHEPMAN,Write-in,1
LAMOILLE,HYDE PARK,LAM-2,STATE REPRESENTATIVE,LAM-2,R. BROCK,Write-in,1
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,FRED SAAR,Write-in,2
LAMOILLE,HYDE PARK,LAM-2,STATE REPRESENTATIVE,LAM-2,ERIC OSGOOD,Write-in,2
CALEDONIA,WATERFORD,CAL-1,STATE REPRESENTATIVE,CAL-1,WALTER GOODELL,Write-in,1
LAMOILLE,HYDE PARK,LAM-2,STATE REPRESENTATIVE,LAM-2,JODI MARTIN,Write-in,1
WINDSOR,WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,PAUL BELASKI,Write-in,16
WINDSOR,WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,EUGENE DRISCOLL,Write-in,1
WINDSOR,WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,GARY BARNETT,Write-in,1
WINDSOR,WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,MICHAEL KELL,Write-in,2
WINDSOR,WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,MARK BEAULIEW,Write-in,1
WINDHAM,WARDSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,JOHN MORAN,Write-in,17
BENNINGTON,WINHALL,WDH-BEN-WDR,STATE REPRESENTATIVE,WDH-BEN-WDR,STUART COLEMAN,Write-in,1
BENNINGTON,WINHALL,WDH-BEN-WDR,STATE REPRESENTATIVE,WDH-BEN-WDR,CHRISTIE MACKENZIE,Write-in,1
BENNINGTON,WINHALL,WDH-BEN-WDR,STATE REPRESENTATIVE,WDH-BEN-WDR,OLIVER OLSEN,Write-in,3
BENNINGTON,WINHALL,WDH-BEN-WDR,STATE REPRESENTATIVE,WDH-BEN-WDR,JENNIFER SAMUELSON,Write-in,1
BENNINGTON,WINHALL,WDH-BEN-WDR,STATE REPRESENTATIVE,WDH-BEN-WDR,BETH GRANT,Write-in,2
WASHINGTON,WORCESTER,LAM-WAS,STATE REPRESENTATIVE,LAM-WAS,JEFF BADOR,Write-in,1
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,ERIC HUNT,Write-in,1
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,JOEL PASZKO,Write-in,1
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,BRUCE BUSA,Write-in,4
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,TARL WARWICK,Write-in,1
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,O'CONNOR,Write-in,1
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,BILL BIRCH,Write-in,1
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,RODNEY EILERS,Write-in,2
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,LARRY HOPKINS,Write-in,2
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,JOHN MORAN,Write-in,2
BENNINGTON,READSBORO,WDH-BEN,STATE REPRESENTATIVE,WDH-BEN,KEVIN HOYT,Write-in,1
LAMOILLE,EDEN,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,JENNIFER KITTELL,Write-in,1
LAMOILLE,EDEN,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,ERNEST EARLE,Write-in,3
LAMOILLE,EDEN,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,MATT MITCHELL,Write-in,1
LAMOILLE,EDEN,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,ZACK MAYO,Write-in,1
LAMOILLE,EDEN,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,KATHERINE SIMMS,Write-in,3
LAMOILLE,EDEN,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,DAVID PEATMAN,Write-in,1
FRANKLIN,FLETCHER,FRA-6,STATE REPRESENTATIVE,FRA-6,JENNIFER BISHOP,Write-in,3
ORLEANS,BROWNINGTON,ORL-1,STATE REPRESENTATIVE,ORL-1,BARBARA POSTMAN,Write-in,1
WINDHAM,WINDHAM,WDH-3,STATE REPRESENTATIVE,WDH-3,ROBERT BINGHAM,Write-in,1
WINDHAM,WINDHAM,WDH-3,STATE REPRESENTATIVE,WDH-3,DAN DEWALT,Write-in,1
WINDSOR,ROCHESTER,WDR-RUT,STATE REPRESENTATIVE,WDR-RUT,MASON WADE,Write-in,1
ORLEANS,IRASBURG,ORL-2,STATE REPRESENTATIVE,ORL-2,DAN BLACK,Write-in,2
ORLEANS,IRASBURG,ORL-2,STATE REPRESENTATIVE,ORL-2,HOWARD GENTLER,Write-in,1
ORANGE,WEST FAIRLEE,ORA-2,STATE REPRESENTATIVE,ORA-2,ROY GOODRICH,Write-in,1
ORANGE,WEST FAIRLEE,ORA-2,STATE REPRESENTATIVE,ORA-2,DOUG BANKS,Write-in,1
ORANGE,WEST FAIRLEE,ORA-2,STATE REPRESENTATIVE,ORA-2,BECKY DURKEE,Write-in,1
ORANGE,WEST FAIRLEE,ORA-2,STATE REPRESENTATIVE,ORA-2,C KURYATSEVICH,Write-in,1
ORLEANS,LOWELL,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,MARJORIE KRAMER,Write-in,1
ORLEANS,LOWELL,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,CHRISTOPHER RUSSELL,Write-in,1
ORLEANS,LOWELL,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,JEFF PLACE,Write-in,1
ORLEANS,LOWELL,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,PAM TETREAULT,Write-in,1
ORLEANS,LOWELL,ORL-LAM,STATE REPRESENTATIVE,ORL-LAM,BERNIE SANDERS,Write-in,1
ORLEANS,GLOVER,ORL-CAL,STATE REPRESENTATIVE,ORL-CAL,JIM CURRIER,Write-in,1
WINDSOR,WEST WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,MIKE KELL,Write-in,4
WINDSOR,WEST WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,PAUL BELASKI,Write-in,3
WINDSOR,WEST WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,GARY BLAKE,Write-in,2
WINDSOR,WEST WINDSOR,WDR-1,STATE REPRESENTATIVE,WDR-1,BILL LEY,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,D TRUMP,Write-in,2
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,S KENT,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,T PLATNER,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,UNICORN,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,T ZAGAR,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,C HICKS,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,T JOHNSON,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,T RHOADES,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,S CONTI,Write-in,1
WINDSOR,BARNARD,WDR-4-1,STATE REPRESENTATIVE,WDR-4-1,L GARSH,Write-in,1
FRANKLIN,BERKSHIRE,FRA-5,STATE REPRESENTATIVE,FRA-5,JERROD ADAMS,Write-in,1
FRANKLIN,BERKSHIRE,FRA-5,STATE REPRESENTATIVE,FRA-5,RICH ROSS,Write-in,1
CALEDONIA,STANNARD,CAL-2,STATE REPRESENTATIVE,CAL-2,LUKE GARGULIO,Write-in,1
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,DAVID AINSWORTH,Write-in,2
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,NEIL MORRILL,Write-in,1
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,CASEY GRIGSBY,Write-in,1
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,ERIC FOSTER,Write-in,1
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,MARK DONKA,Write-in,1
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,RICHARD WRIGHT,Write-in,1
WINDSOR,SHARON,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,BILL ROMANO,Write-in,1
RUTLAND,WALLINGFORD,RUT-2,STATE REPRESENTATIVE,RUT-2,KIAH MORRIS,Write-in,1
RUTLAND,WALLINGFORD,RUT-2,STATE REPRESENTATIVE,RUT-2,JEANNE HALEY,Write-in,1
RUTLAND,WALLINGFORD,RUT-2,STATE REPRESENTATIVE,RUT-2,LYNN EDMUNDS,Write-in,1
RUTLAND,WALLINGFORD,RUT-2,STATE REPRESENTATIVE,RUT-2,TOM TRUEX,Write-in,1
RUTLAND,WALLINGFORD,RUT-2,STATE REPRESENTATIVE,RUT-2,RALPH CORBO,Write-in,1
RUTLAND,WALLINGFORD,RUT-2,STATE REPRESENTATIVE,RUT-2,RON BOUCHER,Write-in,1
WASHINGTON,WARREN,WAS-7,STATE REPRESENTATIVE,WAS-7,SHELDON FOLEY,Write-in,1
WASHINGTON,WARREN,WAS-7,STATE REPRESENTATIVE,WAS-7,TERRY OSTROUT,Write-in,1
ORLEANS,COVENTRY,ORL-2,STATE REPRESENTATIVE,ORL-2,AMANDA CARLSON,Write-in,1
ORLEANS,COVENTRY,ORL-2,STATE REPRESENTATIVE,ORL-2,CHRISTINE HALQUIST,Write-in,1
WINDHAM,GUILFORD,WDH-1,STATE REPRESENTATIVE,WDH-1,WILL WOHNUS,Write-in,1
LAMOILLE,WOLCOTT,LAM-2,STATE REPRESENTATIVE,LAM-2,STEVE BERRY,Write-in,1
LAMOILLE,WOLCOTT,LAM-2,STATE REPRESENTATIVE,LAM-2,WARNER,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,SCOTT WENDELL,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,DAVID THOMAS,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,ELIZABETH GRAG,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,THOMAS SIMMONS,Write-in,3
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,JOHN DEBENEDETTI,Write-in,3
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,HANK MAUTI,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,KENNETH BARRETT,Write-in,2
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,BRIAN WALDO,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,DEREK SUURSOO,Write-in,4
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,JACK WILLIAMS,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,DANIEL COTE,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,PENELLOPE COTE,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,SCOTT RANNEY,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,JULIE HANCE,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,BERNIE SANDERS,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,ROY SPAULDING,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,JOHN SHANGRAW,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,FRANK CARLETON,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,AMY MOSHER,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,RICHARD CLOUD,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,MONA FRYE,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,SCOTT BLAIR,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,LAWRENCE ZUPAN,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,DAVID CAHILL,Write-in,1
WINDSOR,CHESTER,WDR-3-1,STATE REPRESENTATIVE,WDR-3-1,RANDY GRAY,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,CRAIG VANCE,Write-in,10
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,SHAMUS MORRISEY,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,JAMES EMMONS,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,MOLLY GREAVES,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,STEVE LARRABEE,Write-in,4
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,BRANDON STROUP,Write-in,2
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,ROD EMMONS,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,DAVE SARGENT,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,TED HOULE,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,RON HILL,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,ROBERT BARANY,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,JOHNE SMITH,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,PATRICK BLACK,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,WAYNE DYER,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,JUSTIN WEBSTER,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,LINDA VANCE,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,REID GARFIELD,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,BARRY CAHOON,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,DUANE WEBSTER,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,CHRIS VANCE,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,MARTHA FELTUS,Write-in,1
CALEDONIA,DANVILLE,CAL-WAS,STATE REPRESENTATIVE,CAL-WAS,RYAN MULLER,Write-in,1
ORANGE,STRAFFORD,WDR-ORA-2,STATE REPRESENTATIVE,WDR-ORA-2,JOHN FRIETAG,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,MIKE KELL,Write-in,77
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,WILL HUNTER,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,STEW LINDBERG,Write-in,2
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,LAWRENCE ZUPAN,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,H. BROOKE PAIGE,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,BETH GRAY,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,KERR,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,JOHN RIBIERO,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,WAYNE TOWNSEND,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,JERRY KALANGES,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,MIKE HEFF,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,MIKE TODD,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,TREVOR BARLOW,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,RICHARD ALDRICH,Write-in,1
WINDSOR,WEATHERSFIELD,WDR-2,STATE REPRESENTATIVE,WDR-2,GARY RICHARDSON,Write-in,1
FRANKLIN,SHELDON,FRA-4,STATE REPRESENTATIVE,FRA-4,TAMMY CONSEJO,Write-in,38
FRANKLIN,SHELDON,FRA-4,STATE REPRESENTATIVE,FRA-4,BLANK,Write-in,1
FRANKLIN,SHELDON,FRA-4,STATE REPRESENTATIVE,FRA-4,ANDY CRANE,Write-in,1
FRANKLIN,SHELDON,FRA-4,STATE REPRESENTATIVE,FRA-4,MICHEL CONSEJO,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,TOM MCARDLE,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,BETH CUMMINGS,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,KENT MORSE,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,PETER HARVEY,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,GAIL GRAHAM,Write-in,13
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,RODNEY BUCK,Write-in,2
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,STEVE DUKE,Write-in,3
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,ANNIE BODELSE,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,SCOTT THOMPSON,Write-in,3
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,MITSU KITANE,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,DAN MARTIN,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,MARION GRAY,Write-in,2
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,DENNIS SEAVEY-WINDSINGER,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,OLIVIA GAY,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,DOUG LILLEY,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,KIMBERLY JESSUP,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,MARK LANE,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,RICHARD KEHNE,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,BRAM TOBIN,Write-in,1
WASHINGTON,CALAIS,WAS-6,STATE REPRESENTATIVE,WAS-6,DREW GRAVES,Write-in,1
RUTLAND,PAWLET,RUT-BEN,STATE REPRESENTATIVE,RUT-BEN,BRIAN HYATT,Write-in,1
WASHINGTON,WORCESTER,LAM-WAS,STATE REPRESENTATIVE,LAM-WAS,WAYNE WOJTYNA,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE REPRESENTATIVE,WAS-2,CHUCK BARNEY,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE REPRESENTATIVE,WAS-2,MIKE GRAVES,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE REPRESENTATIVE,WAS-2,JEANNIE GRAVES,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE REPRESENTATIVE,WAS-2,PIERRE DUVAL II,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE REPRESENTATIVE,WAS-2,KEN BAILEY,Write-in,1
WASHINGTON,BARRE TOWN,WAS-2,STATE REPRESENTATIVE,WAS-2,KEVIN LORD,Write-in,1
